2025-12-17T13:14:22.512652,SensorTomate1,22.5,11,5834,559,100
2025-12-17T13:14:28.907744,SensorTomate2,21.8,18,6226,429,100
2025-12-17T13:14:35.865311,SensorTomate3,22.2,31,6482,896,100
2025-12-17T13:14:40.646654,SensorTomate4,21.9,15,4608,1701,100
2025-12-17T13:15:44.358658,SensorTomate1,22.2,11,4857,562,100
2025-12-17T13:15:48.851144,SensorTomate2,21.7,18,5305,430,100
2025-12-17T13:15:54.861190,SensorTomate3,22,31,5567,903,100
2025-12-17T13:15:59.665043,SensorTomate4,21.7,15,4531,1707,100
2025-12-17T13:17:10.388844,SensorTomate1,21.9,11,5125,565,100
2025-12-17T13:17:16.818421,SensorTomate2,21.5,18,5612,429,100
2025-12-17T13:17:18.821000,SensorTomate3,21.7,31,6088,903,100
2025-12-17T13:17:21.742221,SensorTomate4,21.6,15,4567,1710,100
2025-12-17T13:18:26.431747,SensorTomate1,21.9,11,57984,562,100
2025-12-17T13:18:30.824468,SensorTomate2,21.4,18,60418,430,100
2025-12-17T13:18:32.825508,SensorTomate3,21.7,30,64785,903,100
2025-12-17T13:18:43.673152,SensorTomate4,21.6,15,54333,1710,100
2025-12-17T13:19:47.237587,SensorTomate1,22.1,11,5127,563,100
2025-12-17T13:19:54.843968,SensorTomate2,21.8,18,5800,429,100
2025-12-17T13:19:56.848452,SensorTomate3,22.1,30,6187,897,100
2025-12-17T13:20:02.665272,SensorTomate4,22,15,4478,1699,100
2025-12-17T13:21:09.326052,SensorTomate1,22.4,11,4615,557,100
2025-12-17T13:21:24.827535,SensorTomate2,21.9,18,4635,426,100
2025-12-17T13:21:29.878056,SensorTomate3,22.1,31,5155,897,100
2025-12-17T13:21:34.622626,SensorTomate4,22.1,15,4463,1696,100
2025-12-17T13:22:39.230960,SensorTomate1,22.1,11,12408,560,100
2025-12-17T13:22:41.915915,SensorTomate2,21.8,18,23533,429,100
2025-12-17T13:22:44.844657,SensorTomate3,22,30,28745,899,100
2025-12-17T13:22:46.693444,SensorTomate4,21.9,15,11924,1701,100
2025-12-17T13:23:54.225905,SensorTomate1,22.2,18,60486,559,100
2025-12-17T13:23:58.957981,SensorTomate2,21.7,18,59878,430,100
2025-12-17T13:24:00.814231,SensorTomate3,22,31,65321,899,100
2025-12-17T13:24:03.832999,SensorTomate4,22,14,54971,1699,100
2025-12-17T13:25:09.343748,SensorTomate1,22.6,11,39048,555,100
2025-12-17T13:25:20.835269,SensorTomate2,22.1,18,7090,430,100
2025-12-17T13:25:34.809048,SensorTomate3,22.4,31,54594,892,100
2025-12-17T13:25:36.755291,SensorTomate4,22.6,15,30243,1673,100
2025-12-17T13:26:48.361831,SensorTomate1,22.8,11,63358,551,100
2025-12-17T13:26:58.816074,SensorTomate2,22.3,18,61229,425,100
2025-12-17T13:27:00.815988,SensorTomate3,22.7,31,65964,883,100
2025-12-17T13:27:03.652022,SensorTomate4,23,15,55707,1669,100
2025-12-17T13:28:07.287716,SensorTomate1,23.1,11,63358,553,100
2025-12-17T13:28:19.894769,SensorTomate2,22.8,19,46890,419,100
2025-12-17T13:28:29.864826,SensorTomate3,23.1,31,21396,886,100
2025-12-17T13:28:36.675334,SensorTomate4,23.5,15,30297,1646,100
2025-12-17T13:29:46.336181,SensorTomate1,23.6,11,61770,548,100
2025-12-17T13:29:50.911100,SensorTomate2,22.9,18,59439,410,100
2025-12-17T13:30:02.831129,SensorTomate3,23.4,31,64714,877,100
2025-12-17T13:30:06.659865,SensorTomate4,23.7,15,54333,1640,100
2025-12-17T13:31:10.270019,SensorTomate1,23.9,11,15380,547,100
2025-12-17T13:31:17.862594,SensorTomate2,23.2,19,4411,411,100
2025-12-17T13:31:24.008660,SensorTomate3,23.6,31,4387,874,100
2025-12-17T13:31:27.688756,SensorTomate4,24.1,15,4274,1629,100
2025-12-17T13:32:40.330380,SensorTomate1,23.7,11,4337,549,100
2025-12-17T13:32:42.904617,SensorTomate2,23,19,4338,413,100
2025-12-17T13:32:47.910365,SensorTomate3,23.4,31,4411,877,100
2025-12-17T13:32:55.582934,SensorTomate4,23.7,15,4263,1631,100
2025-12-17T13:33:59.348169,SensorTomate1,23.2,11,64071,552,100
2025-12-17T13:34:05.814521,SensorTomate2,22.6,18,61770,413,100
2025-12-17T13:34:09.914963,SensorTomate3,23,31,66327,883,100
2025-12-17T13:34:12.648225,SensorTomate4,23.1,15,56723,1658,100
2025-12-17T13:35:16.395236,SensorTomate1,23.3,11,61939,551,100
2025-12-17T13:35:19.754808,SensorTomate2,22.7,18,60418,412,100
2025-12-17T13:35:22.829857,SensorTomate3,23.1,31,65964,876,100
2025-12-17T13:35:26.733633,SensorTomate4,23.3,15,55246,1652,100
2025-12-17T13:36:29.245707,SensorTomate1,23.4,11,61837,550,100
2025-12-17T13:36:47.986647,SensorTomate2,23,18,36233,413,100
2025-12-17T13:36:54.855490,SensorTomate3,23.3,31,64785,882,100
2025-12-17T13:36:58.661711,SensorTomate4,23.8,15,51434,1628,100
2025-12-17T13:38:10.343966,SensorTomate1,23.7,11,4283,549,100
2025-12-17T13:38:22.906052,SensorTomate2,23.1,18,4321,412,100
2025-12-17T13:38:35.808025,SensorTomate3,23.6,31,9124,874,100
2025-12-17T13:38:40.686200,SensorTomate4,23.8,15,25569,1620,100
2025-12-17T13:39:44.308013,SensorTomate1,23.4,11,61702,552,100
2025-12-17T13:39:46.846626,SensorTomate2,23,19,58600,410,100
2025-12-17T13:39:58.909741,SensorTomate3,23.4,31,64714,872,100
2025-12-17T13:40:05.673014,SensorTomate4,23.6,15,54420,1634,100
2025-12-17T13:41:11.411092,SensorTomate1,23.7,11,61837,547,100
2025-12-17T13:41:13.754821,SensorTomate2,23.2,18,58353,411,100
2025-12-17T13:41:15.854944,SensorTomate3,23.6,31,63560,878,100
2025-12-17T13:41:19.661181,SensorTomate4,23.9,15,53347,1634,100
,,,,,,
