2025-12-17T08:48:27.447015,SensorTomate1,20.8,17,1368,359,100
2025-12-17T08:48:29.596554,SensorTomate2,20.4,23,1152,496,100
2025-12-17T08:48:32.086343,SensorTomate3,17.7,21,1454,398,100
2025-12-17T08:48:34.625314,SensorTomate4,17.4,16,1303,1786,100
2025-12-17T08:49:39.255772,SensorTomate1,19.5,16,1624,361,100
2025-12-17T08:49:41.504048,SensorTomate2,19.1,22,1282,504,100
2025-12-17T08:49:44.034298,SensorTomate3,16.9,21,1579,400,100
2025-12-17T08:49:46.671484,SensorTomate4,16.5,16,1334,1833,100
2025-12-17T08:50:52.273602,SensorTomate1,18.2,16,1564,365,100
2025-12-17T08:50:55.545316,SensorTomate2,17.9,21,1388,517,100
2025-12-17T08:51:02.012612,SensorTomate3,16,21,1740,406,100
2025-12-17T08:51:06.699318,SensorTomate4,15.8,16,1268,1843,100
2025-12-17T08:52:11.415953,SensorTomate1,17.2,16,1456,373,100
2025-12-17T08:52:13.613886,SensorTomate2,16.9,21,1256,525,100
2025-12-17T08:52:16.006835,SensorTomate3,15.4,20,1546,408,100
2025-12-17T08:52:18.733654,SensorTomate4,15.3,17,1268,1867,100
2025-12-17T08:54:21.720842,SensorTomate4,14.5,16,1336,1900,100
2025-12-17T08:55:25.401678,SensorTomate1,15.6,16,1546,383,100
2025-12-17T08:55:34.682510,SensorTomate2,15.4,21,1284,541,100
2025-12-17T08:55:38.098814,SensorTomate3,14.3,21,1597,415,100
2025-12-17T08:55:43.705999,SensorTomate4,14,16,1364,1905,100
2025-12-17T08:56:47.396446,SensorTomate1,15.2,16,1606,382,100
2025-12-17T08:56:49.782768,SensorTomate2,14.9,21,1288,542,100
2025-12-17T08:56:52.125958,SensorTomate3,14,21,1456,417,100
2025-12-17T08:56:54.713864,SensorTomate4,13.8,16,1334,1920,100
2025-12-17T08:57:58.334310,SensorTomate1,15,16,1495,384,100
2025-12-17T08:58:00.680654,SensorTomate2,14.5,20,1312,549,100
2025-12-17T08:58:06.183623,SensorTomate3,13.7,21,1752,419,100
2025-12-17T08:58:08.717233,SensorTomate4,13.6,16,1200,1906,100
2025-12-17T08:59:28.786946,SensorTomate2,14.1,20,1456,554,100
2025-12-17T08:59:32.106672,SensorTomate3,13.5,21,1558,420,100
2025-12-17T08:59:36.768195,SensorTomate4,13.3,16,1392,1935,100
2025-12-17T09:00:43.451920,SensorTomate1,14.3,15,1501,387,100
2025-12-17T09:00:47.713501,SensorTomate2,13.9,20,1293,554,100
2025-12-17T09:00:50.106334,SensorTomate3,13.4,21,1597,420,100
2025-12-17T09:00:59.752890,SensorTomate4,13.3,16,1397,1926,100
2025-12-17T09:02:10.403334,SensorTomate1,14,15,1621,390,100
2025-12-17T09:02:14.852379,SensorTomate2,13.7,21,1433,550,100
2025-12-17T09:02:19.052682,SensorTomate3,13.3,21,1700,420,100
2025-12-17T09:02:21.726593,SensorTomate4,13,16,1332,1944,100
2025-12-17T09:03:29.166172,SensorTomate1,13.8,15,1663,391,100
2025-12-17T09:03:40.402886,SensorTomate2,13.5,21,1301,554,100
2025-12-17T09:03:45.973607,SensorTomate3,13.1,21,1630,422,100
2025-12-17T09:03:48.607959,SensorTomate4,13,16,1334,1934,100
2025-12-17T09:04:55.182229,SensorTomate1,13.7,15,1567,391,100
2025-12-17T09:05:00.403264,SensorTomate2,13.4,21,1340,558,100
2025-12-17T09:05:06.983295,SensorTomate3,13,21,1785,422,100
2025-12-17T09:05:11.596451,SensorTomate4,13.1,16,1397,1931,100
2025-12-17T09:06:23.169300,SensorTomate1,13.5,15,1561,393,100
2025-12-17T09:06:32.719301,SensorTomate2,13.3,21,1490,561,100
2025-12-17T09:06:36.907352,SensorTomate3,13,21,1695,421,100
2025-12-17T09:06:40.565594,SensorTomate4,12.9,16,1451,1947,100
2025-12-17T09:07:46.255561,SensorTomate1,13.5,15,1687,392,100
2025-12-17T09:07:48.687069,SensorTomate2,13.1,21,1368,561,100
2025-12-17T09:07:52.983580,SensorTomate3,12.8,21,1702,424,100
2025-12-17T09:07:57.575246,SensorTomate4,12.8,16,1384,1940,100
2025-12-17T09:09:01.178086,SensorTomate1,13.5,15,1722,393,100
2025-12-17T09:09:05.512722,SensorTomate2,13.1,21,1397,563,100
2025-12-17T09:09:08.002584,SensorTomate3,12.8,21,1881,424,100
2025-12-17T09:09:10.639323,SensorTomate4,12.8,16,1384,1929,100
2025-12-17T09:10:22.220422,SensorTomate1,13.4,15,1633,394,100
2025-12-17T09:10:25.635655,SensorTomate2,13,21,1558,567,100
2025-12-17T09:10:27.931214,SensorTomate3,12.8,21,1725,422,100
2025-12-17T09:10:30.616254,SensorTomate4,12.8,16,1480,1950,100
2025-12-17T09:11:38.174348,SensorTomate1,13.2,15,1627,397,100
2025-12-17T09:11:43.541239,SensorTomate2,12.9,21,1428,565,100
2025-12-17T09:11:45.933719,SensorTomate3,12.8,21,1757,424,100
2025-12-17T09:11:51.578842,SensorTomate4,12.9,16,1485,1937,100
2025-12-17T09:12:54.349665,SensorTomate1,13.3,15,1579,393,100
2025-12-17T09:12:57.549318,SensorTomate2,12.9,21,1397,562,100
2025-12-17T09:13:02.003184,SensorTomate3,12.7,21,1926,424,100
2025-12-17T09:13:05.562750,SensorTomate4,12.7,16,1412,1943,100
2025-12-17T09:14:12.162076,SensorTomate1,13.2,15,1732,395,100
2025-12-17T09:14:14.595235,SensorTomate2,13,21,1588,561,100
2025-12-17T09:14:17.916510,SensorTomate3,12.7,21,1785,424,100
2025-12-17T09:14:22.625544,SensorTomate4,12.7,16,1469,1943,100
2025-12-17T09:15:30.209319,SensorTomate1,13.2,15,1755,395,100
2025-12-17T09:15:33.479223,SensorTomate2,12.9,21,1480,565,100
2025-12-17T09:15:42.932485,SensorTomate3,12.7,21,1967,424,100
2025-12-17T09:15:45.616721,SensorTomate4,12.7,16,1543,1943,100
