2025-12-18T13:14:14.517434,SensorTomate1,19.5,29,1900,752,72
2025-12-18T13:14:18.072939,SensorTomate2,19.6,15,1815,755,90
2025-12-18T13:14:20.952912,SensorTomate3,19.1,43,2080,869,100
2025-12-18T13:14:23.491056,SensorTomate4,19.3,31,1843,726,100
2025-12-18T13:15:28.424917,SensorTomate1,19.4,29,2228,748,72
2025-12-18T13:15:31.061306,SensorTomate2,19.5,15,2168,766,90
2025-12-18T13:15:34.965199,SensorTomate3,19,43,2264,866,100
2025-12-18T13:15:40.456436,SensorTomate4,19.3,31,2102,722,100
2025-12-18T13:16:44.561953,SensorTomate1,19.4,29,2002,757,72
2025-12-18T13:16:48.135409,SensorTomate2,19.3,15,1757,768,90
2025-12-18T13:16:51.063843,SensorTomate3,18.8,43,2027,873,100
2025-12-18T13:16:54.495998,SensorTomate4,19.2,31,1896,727,100
2025-12-18T13:17:59.575539,SensorTomate1,19.4,29,1762,753,72
2025-12-18T13:18:07.038760,SensorTomate2,19.3,15,1785,768,90
2025-12-18T13:18:09.130440,SensorTomate3,19,43,1992,866,100
2025-12-18T13:18:11.425203,SensorTomate4,19.1,31,1755,729,100
2025-12-18T13:19:15.472596,SensorTomate1,19.3,29,1790,749,72
2025-12-18T13:19:18.010566,SensorTomate2,19.2,15,1690,774,90
2025-12-18T13:19:20.987530,SensorTomate3,18.9,43,1820,867,100
2025-12-18T13:19:24.588264,SensorTomate4,19.1,31,1697,729,100
2025-12-18T13:20:31.337259,SensorTomate1,19.4,29,2090,753,72
2025-12-18T13:20:35.036087,SensorTomate2,19.2,15,1815,774,90
2025-12-18T13:20:37.957500,SensorTomate3,18.8,43,2080,873,100
2025-12-18T13:20:40.447515,SensorTomate4,19.1,31,1941,729,100
2025-12-18T13:21:42.396877,SensorTomate1,19.2,29,2025,756,72
2025-12-18T13:21:44.976848,SensorTomate2,19.2,15,2012,774,90
2025-12-18T13:21:48.959637,SensorTomate3,18.8,43,2137,869,100
2025-12-18T13:21:52.454438,SensorTomate4,19.1,31,2015,733,100
2025-12-18T13:22:54.454067,SensorTomate1,19.2,29,1986,756,72
2025-12-18T13:22:56.944363,SensorTomate2,19.2,15,1881,770,90
2025-12-18T13:22:59.872349,SensorTomate3,18.9,43,2015,867,100
2025-12-18T13:23:03.404624,SensorTomate4,19.1,31,1930,729,100
2025-12-18T13:24:06.385280,SensorTomate1,19.1,29,2090,757,72
2025-12-18T13:24:08.875040,SensorTomate2,19.2,15,1815,770,90
2025-12-18T13:24:10.877359,SensorTomate3,18.7,43,2045,870,100
2025-12-18T13:24:13.415805,SensorTomate4,19,31,1888,730,100
2025-12-18T13:25:18.620268,SensorTomate1,19.1,29,1855,757,72
2025-12-18T13:25:22.917630,SensorTomate2,19.1,15,1978,771,90
2025-12-18T13:25:25.014715,SensorTomate3,18.7,43,2240,875,100
2025-12-18T13:25:28.390435,SensorTomate4,18.8,31,2072,732,100
2025-12-18T13:26:30.489681,SensorTomate1,19,29,1790,763,72
2025-12-18T13:26:34.046128,SensorTomate2,19,15,2070,777,90
2025-12-18T13:26:37.982596,SensorTomate3,18.6,43,2220,876,100
2025-12-18T13:26:40.416004,SensorTomate4,18.9,31,2130,731,100
2025-12-18T13:27:45.318242,SensorTomate1,19.1,29,2077,757,72
2025-12-18T13:27:47.995486,SensorTomate2,18.9,15,2040,774,90
2025-12-18T13:27:49.900216,SensorTomate3,18.7,43,2220,875,100
2025-12-18T13:27:53.417639,SensorTomate4,18.8,31,2095,728,100
2025-12-18T13:28:57.502974,SensorTomate1,19.1,29,2365,757,72
2025-12-18T13:28:59.944908,SensorTomate2,19.1,15,2122,771,90
2025-12-18T13:29:02.916692,SensorTomate3,18.7,43,2342,879,100
2025-12-18T13:29:05.406895,SensorTomate4,18.9,31,2164,741,100
2025-12-18T13:30:08.371476,SensorTomate1,19,29,2314,758,72
2025-12-18T13:30:11.890091,SensorTomate2,19.1,15,2373,780,90
2025-12-18T13:30:14.912703,SensorTomate3,18.7,43,2638,879,100
2025-12-18T13:30:18.384664,SensorTomate4,18.8,31,2373,737,100
2025-12-18T13:31:20.349882,SensorTomate1,19.1,29,2382,757,72
2025-12-18T13:31:24.920410,SensorTomate2,19.1,15,2365,771,90
2025-12-18T13:31:26.923054,SensorTomate3,18.7,43,2674,879,100
2025-12-18T13:31:29.465625,SensorTomate4,18.8,31,2486,737,100
2025-12-18T13:32:31.435143,SensorTomate1,19,29,2746,758,72
2025-12-18T13:32:35.049663,SensorTomate2,19,15,2570,777,90
2025-12-18T13:32:36.992371,SensorTomate3,18.7,43,2754,885,100
2025-12-18T13:32:42.486282,SensorTomate4,18.8,31,2474,737,100
2025-12-18T13:33:44.435915,SensorTomate1,19,29,2546,758,72
2025-12-18T13:33:47.169701,SensorTomate2,19.2,15,2570,770,90
2025-12-18T13:33:50.878426,SensorTomate3,18.8,43,2706,873,100
2025-12-18T13:33:54.440908,SensorTomate4,18.9,31,2464,731,100
2025-12-18T13:34:56.384422,SensorTomate1,19.1,29,2650,751,72
2025-12-18T13:35:00.992699,SensorTomate2,19.2,15,2373,770,90
2025-12-18T13:35:04.896251,SensorTomate3,18.7,43,2662,885,100
2025-12-18T13:35:07.434929,SensorTomate4,18.8,31,2566,742,100
2025-12-18T13:36:10.364981,SensorTomate1,19,29,2421,753,72
2025-12-18T13:36:12.903512,SensorTomate2,19.1,15,2331,775,90
2025-12-18T13:36:14.905980,SensorTomate3,18.8,43,2778,878,100
2025-12-18T13:36:20.480726,SensorTomate4,18.8,31,2486,742,100
2025-12-18T13:37:24.427320,SensorTomate1,19.1,29,2486,757,72
2025-12-18T13:37:26.966190,SensorTomate2,19.1,15,2570,771,90
2025-12-18T13:37:30.918823,SensorTomate3,18.7,43,2766,885,100
2025-12-18T13:37:34.485621,SensorTomate4,18.8,31,2510,737,100
,,,,,,
,,,,,,
